source,source_domain,url,bias_score,factual_reporting_score
San Diego Union Tribune,sandiegouniontribune.com,https://mediabiasfactcheck.com/san-diego-union-tribune/,-4,2
San Francisco Chronicle,sfchronicle.com,https://mediabiasfactcheck.com/san-francisco-chronicle/,-12,2
San Francisco Examiner,sfexaminer.com,https://mediabiasfactcheck.com/san-francisco-examiner/,-11,2
San Francisco Globe,sfglobe.com,https://mediabiasfactcheck.com/san-francisco-globe/,-9,0
San Jose Mercury News,mercurynews.com,https://mediabiasfactcheck.com/san-jose-mercury-news/,-10,2
San Marcos Daily Record,sanmarcosrecord.com,https://mediabiasfactcheck.com/san-marcos-daily-record/,1,2
Santa Barbara Independent,independent.com,https://mediabiasfactcheck.com/santa-barbara-independent/,-10,2
Santa Maria Times,santamariatimes.com,https://mediabiasfactcheck.com/santa-maria-times/,2,2
Santa Monica Observer,smobserved.com,https://mediabiasfactcheck.com/santa-monica-observer/,24,-1
Sarasota Herald-Tribune,heraldtribune.com,https://mediabiasfactcheck.com/sarasota-herald-tribune/,-2,2
Saskatoon StarPhoenix,thestarphoenix.com,https://mediabiasfactcheck.com/saskatoon-starphoenix/,11,2
Saudi Gazette,saudigazette.com.sa,https://mediabiasfactcheck.com/saudi-gazette/,-6,0
Savannah Morning News,savannahnow.com,https://mediabiasfactcheck.com/savannah-morning-news/,9,2
Save Jersey,savejersey.com,https://mediabiasfactcheck.com/save-jersey/,22,2
Sayfie Review,sayfiereview.com,https://mediabiasfactcheck.com/sayfie-review/,0,2
Scary Mommy,scarymommy.com,https://mediabiasfactcheck.com/scary-mommy/,-16,0
SciCentral,scicentral.com,https://mediabiasfactcheck.com/scicentral/,0,2
Science Based Medicine,sciencebasedmedicine.org,https://mediabiasfactcheck.com/science-based-medicine/,0,3
Science Blogs,scienceblogs.com,https://mediabiasfactcheck.com/scienceblogs/,0,2
Science Daily,sciencedaily.com,https://mediabiasfactcheck.com/science-daily/,0,2
Science Debate,sciencedebate.org,https://mediabiasfactcheck.com/science-debate/,-2,3
Science Direct,sciencedirect.com,https://mediabiasfactcheck.com/sciencedirect/,0,3
Science History Institute,sciencehistory.org,https://mediabiasfactcheck.com/science-history-institute/,0,2
Science Illustrated,scienceillustrated.com.au,https://mediabiasfactcheck.com/science-illustrated/,0,2
Science Magazine,sciencemag.org,https://mediabiasfactcheck.com/science-magazine/,0,3
Science Media Centre,sciencemediacentre.org,https://mediabiasfactcheck.com/science-media-centre/,0,2
Science News,sciencenews.org,https://mediabiasfactcheck.com/science-news/,0,3
Science Trends,sciencetrends.com,https://mediabiasfactcheck.com/science-trends/,0,2
ScienceAlert,sciencealert.com,https://mediabiasfactcheck.com/sciencealert/,0,2
Scientific American,scientificamerican.com,https://mediabiasfactcheck.com/scientific-american/,-10,2
Scoopnest,scoopnest.com,https://mediabiasfactcheck.com/scoopnest/,0,0
ScoopWhoop,scoopwhoop.com,https://mediabiasfactcheck.com/scoopwhoop/,-15,0
SCOTUSblog,scotusblog.com,https://mediabiasfactcheck.com/scotusblog/,-2,2
Scripps Institution of Oceanography,scripps.ucsd.edu,https://mediabiasfactcheck.com/scripps-institution-oceanography/,0,3
Scroll.in,scroll.in,https://mediabiasfactcheck.com/scroll-in/,-8,1
Seattle Post-Intelligencer,seattlepi.com,https://mediabiasfactcheck.com/seattle-post-intelligencer/,-11,2
Seattle Times,seattletimes.com,https://mediabiasfactcheck.com/seattle-times/,-11,2
Second Nexus,secondnexus.com,https://mediabiasfactcheck.com/second-nexus/,-20,0
Secure America Now,secureamericanow.org,https://mediabiasfactcheck.com/secure-america-now/,26,0
Seeker,seeker.com,https://mediabiasfactcheck.com/seeker-daily/,0,2
Sentencing Project,sentencingproject.org,https://mediabiasfactcheck.com/sentencing-project/,-13,2
Sentinel KSMO,sentinelksmo.org,https://mediabiasfactcheck.com/sentinel-ksmo/,25,0
Seventeen,seventeen.com,https://mediabiasfactcheck.com/seventeen/,-21,2
SFGate,sfgate.com,https://mediabiasfactcheck.com/sfgate/,-12,2
Shadow Proof,shadowproof.com,https://mediabiasfactcheck.com/shadow-proof/,-24,2
Shame Project,shameproject.com,https://mediabiasfactcheck.com/shame-project/,-10,2
Shareably,shareably.net,https://mediabiasfactcheck.com/shareably/,0,0
ShareBlue,shareblue.com,https://mediabiasfactcheck.com/shareblue/,-27,0
Shared News Report,sharednewsreport.com,https://mediabiasfactcheck.com/shared-news-report/,31,-1
Sharia Watch UK,shariawatch.org.uk,https://mediabiasfactcheck.com/sharia-watch-uk/,31,-2
Shoebat,shoebat.com,https://mediabiasfactcheck.com/shoebat/,29.4,-1
Shorenstein Center,shorensteincenter.org,https://mediabiasfactcheck.com/shorenstein-center/,-2,2
Shreveport Times,shreveporttimes.com,https://mediabiasfactcheck.com/shreveport-times/,4,2
SHTFplan.com,shtfplan.com,https://mediabiasfactcheck.com/shtfplan-com/,31,-1
Significant Magazine,significancemagazine.com,https://mediabiasfactcheck.com/significance-magazine/,0,2
Signs of the Times (SOTT),sott.net,https://mediabiasfactcheck.com/signs-of-the-times-sott/,4.8,-1
Silence is Consent,silenceisconsent.net,https://mediabiasfactcheck.com/silence-is-consent/,27,0
Simple Politics,simplepolitics.co.uk,https://mediabiasfactcheck.com/simple-politics/,0,2
Sinclair Broadcast Group,sbgi.net,https://mediabiasfactcheck.com/sinclair-broadcast-group/,21,0
SingularityHub,singularityhub.com,https://mediabiasfactcheck.com/singularityhub/,0,2
Sioux City Journal,siouxcityjournal.com,https://mediabiasfactcheck.com/sioux-city-journal/,-3,2
Skeptic Magazine,skeptic.com,https://mediabiasfactcheck.com/skeptic-magazine/,0,2
Skeptical Inquirer,skepticalinquirer.org,https://mediabiasfactcheck.com/skeptical-inquirer/,0,3
Skeptical Raptor,skepticalraptor.com,https://mediabiasfactcheck.com/skeptical-raptor/,0,0
Skeptical Science,skepticalscience.com,https://mediabiasfactcheck.com/skeptical-science/,0,3
Skeptoid,skeptoid.com,https://mediabiasfactcheck.com/skeptoid/,0,3
Sky and Telescope,skyandtelescope.org,https://mediabiasfactcheck.com/sky-and-telescope/,0,3
Sky News,news.sky.com,https://mediabiasfactcheck.com/sky-news/,-3,2
Slate,slate.com,https://mediabiasfactcheck.com/slate/,-20,2
SmartNews,smartnews.com,https://mediabiasfactcheck.com/smartnews/,-3,0
Smirking Chimp,smirkingchimp.com,https://mediabiasfactcheck.com/smirking-chimp/,-20,2
Smithsonian Magazine,smithsonianmag.com,https://mediabiasfactcheck.com/smithsonian-magazine/,0,3
Smoloko,smoloko.com,https://mediabiasfactcheck.com/smoloko-news/,33,-2
Snopes,snopes.com,https://mediabiasfactcheck.com/snopes/,-7,2
Socialist Standard,worldsocialism.org,https://mediabiasfactcheck.com/socialist-standard/,-25,0
SocialistWorker.org,socialistworker.org,https://mediabiasfactcheck.com/socialistworker-org/,-25,2
Society for Science,societyforscience.org,https://mediabiasfactcheck.com/society-for-science/,0,3
SOFREP,sofrep.com,https://mediabiasfactcheck.com/sofrep/,10,1
Sojourners,sojo.net,https://mediabiasfactcheck.com/sojourners-soho/,-10,2
Sonoran News,sonorannews.com,https://mediabiasfactcheck.com/sonoran-news/,22,0
SooToday.com,sootoday.com,https://mediabiasfactcheck.com/sootoday-com/,-11,2
Source Politics,sourcepolitics.com,https://mediabiasfactcheck.com/source-politics/,-26,0
SourceWatch,sourcewatch.org,https://mediabiasfactcheck.com/sourcewatch/,-23,1
South Africa Today,southafricatoday.net,https://mediabiasfactcheck.com/south-africa-today/,25,0
South Bend Tribune,southbendtribune.com,https://mediabiasfactcheck.com/south-bend-tribune/,-3,2
South China Morning Post,scmp.com,https://mediabiasfactcheck.com/south-china-morning-post/,-8,0
Sun-Sentinel,sun-sentinel.com,https://mediabiasfactcheck.com/south-florida-sun-sentinel/,-2,2
South Jersey Mechanic,southjerseymechanic.com,https://mediabiasfactcheck.com/south-jersey-mechanic-trump-news/,31,-1
Southern Poverty Law Center,splcenter.org,https://mediabiasfactcheck.com/southern-poverty-law-center/,-17,2
Space.com,space.com,https://mediabiasfactcheck.com/space-com/,0,2
Sparks/CnnTimes,cnntimes.online,https://mediabiasfactcheck.com/sparkscnntimes/,-27,0
SpeakGov.com,speakgov.com,https://mediabiasfactcheck.com/speakgov-com/,30,-1
Special Broadcasting Service,sbs.com.au,https://mediabiasfactcheck.com/special-broadcasting-service-sbs/,-11,2
Spectrum News - NY1,ny1.com,https://mediabiasfactcheck.com/spectrum-news-ny1/,-2,2
Spectrum Report,spectrumreport.com,https://mediabiasfactcheck.com/spectrum-report/,0,0
Speisa,speisa.com,https://mediabiasfactcheck.com/speisa/,31,-1
Spiegel Online,spiegel.de,https://mediabiasfactcheck.com/spiegel-online/,-9,2
Spiked Magazine,spiked-online.com,https://mediabiasfactcheck.com/spiked-magazine/,20,0
Spinzon,spinzon.com,https://mediabiasfactcheck.com/spinzon/,32,-1
Splinter,splinternews.com,https://mediabiasfactcheck.com/splinter/,-25,0
Sputnik,sputniknews.com,https://mediabiasfactcheck.com/sputnik-news/,23,-2
Squawker,squawker.org,https://mediabiasfactcheck.com/squawker/,29,-1
St. Cloud Times,sctimes.com,https://mediabiasfactcheck.com/st-cloud-times/,-3,2
St. Louis Post-Dispatch,stltoday.com,https://mediabiasfactcheck.com/st-louis-post-dispatch/,-10,2
St. Paul Pioneer Press,twincities.com,https://mediabiasfactcheck.com/st-paul-pioneer-press/,-6,2
St. Pete for Peace,stpete4peace.org,https://mediabiasfactcheck.com/st-pete-for-peace/,-17,0
StandPoint,standpointmag.co.uk,https://mediabiasfactcheck.com/standpoint-magazine/,26,0
Newark Star Ledger,nj.com,https://mediabiasfactcheck.com/star-ledger/,-12,2
Star Political,starpolitical.com,https://mediabiasfactcheck.com/star-political/,18,0
Star-Telegram,star-telegram.com,https://mediabiasfactcheck.com/star-telegram/,13,2
Stares at the World,staresattheworld.com,https://mediabiasfactcheck.com/stares-at-the-world/,31,-1
Stars and Stripes,stripes.com,https://mediabiasfactcheck.com/stars-and-stripes/,0,2
STAT (News),statnews.com,https://mediabiasfactcheck.com/stat-news/,-10,2
State Fort,statefort.com,https://mediabiasfactcheck.com/state-fort-daily/,31,-2
State of the Nation,stateofthenation.co,https://mediabiasfactcheck.com/state-of-the-union-2012/,31,-1
Staten Island Advance,silive.com,https://mediabiasfactcheck.com/staten-island-advance/,2,2
Statesman Journal,statesmanjournal.com,https://mediabiasfactcheck.com/statesman-journal/,-2,2
Statesville Record & Landmark,statesville.com,https://mediabiasfactcheck.com/statesville-record-landmark/,-2,2
Statista,statista.com,https://mediabiasfactcheck.com/statista/,0,2
Steadfast and Loyal,steadfastandloyal.com,https://mediabiasfactcheck.com/steadfast-and-loyal/,32,-1
Stepfeed,stepfeed.com,https://mediabiasfactcheck.com/stepfeed/,-14,0
Stimson Center,stimson.org,https://mediabiasfactcheck.com/stimson-center/,-2,2
Stock News Daily,stocksnewsdaily.com,https://mediabiasfactcheck.com/stocks-news-daily/,-13,0
Stock News USA,stocknewsusa.com,https://mediabiasfactcheck.com/stock-news-usa/,-3,2
Stone Cold Truth,stonecoldtruth.com,https://mediabiasfactcheck.com/stone-cold-truth/,31,-1
Stop Fake,stopfake.org,https://mediabiasfactcheck.com/stopfake/,-10,2
Strategic Culture Foundation,strategic-culture.org,https://mediabiasfactcheck.com/strategic-culture-foundation/,32,-2
StrategyPage,strategypage.com,https://mediabiasfactcheck.com/strategypage/,2,2
Stratfor,stratfor.com,https://mediabiasfactcheck.com/stratfor/,-2,2
Student News Daily,studentnewsdaily.com,https://mediabiasfactcheck.com/student-daily-news/,10,1
Studio News Network,studionewsnetwork.com,https://mediabiasfactcheck.com/studio-news-network/,22,0
Stuff,stuff.co.nz,https://mediabiasfactcheck.com/stuff/,-7,2
Subject Politics,subjectpolitics.com,https://mediabiasfactcheck.com/subject-politics/,32,-1
Summit News,summit.news,https://mediabiasfactcheck.com/summit-news/,31,-1
Sunlight Foundation,sunlightfoundation.com,https://mediabiasfactcheck.com/sunlight-foundation/,-8,2
Supreme Patriot,supremepatriot.com,https://mediabiasfactcheck.com/supreme-patriot/,31,-1
Sure News,surenews.com,https://mediabiasfactcheck.com/sure-news/,31,-1
SurvivalBlog.com,survivalblog.com,https://mediabiasfactcheck.com/survivalblog-com/,29,-1
Sustainable Pulse,sustainablepulse.com,https://mediabiasfactcheck.com/sustainable-pulse/,-10.9,-1
Svijmedia.com,svijmedia.com,https://mediabiasfactcheck.com/svijmedia-com/,32,-1
SwampDrain.com,swampdrain.com,https://mediabiasfactcheck.com/swampdrain-com/,31,-1
Swarajya,swarajyamag.com,https://mediabiasfactcheck.com/swarajya/,27,-1
SWI - Swissinfo.ch,swissinfo.ch,https://mediabiasfactcheck.com/swi-swissinfo-ch/,-6,2
Syria News,syrianews.cc,http://mediabiasfactcheck.com/syria-news/,-23,-1
Syrian Observatory for Human Rights (SOHR),syriahr.com,https://mediabiasfactcheck.com/syrian-observatory-for-human-rights-sohr/,-12,1
Syriana Analysis,syriana-analysis.com,https://mediabiasfactcheck.com/syriana-analysis/,-17,0
Tablet Magazine,tabletmag.com,https://mediabiasfactcheck.com/tablet-magazine/,-12,2
Taipei Times,taipeitimes.com,https://mediabiasfactcheck.com/taipei-times/,-3,2
Taiwan News,taiwannews.com.tw,https://mediabiasfactcheck.com/taiwan-news/,-13,1
Take Part,takepart.com,https://mediabiasfactcheck.com/takepart/,-20,2
Taki's Magazine,takimag.com,https://mediabiasfactcheck.com/takis-magazine/,30,-1
Talking Points,talkingpointsmemo.com,https://mediabiasfactcheck.com/talking-points-memo/,-20,1
Tallahasee Democrat,tallahassee.com,https://mediabiasfactcheck.com/tallahassee-democrat/,5,2
Tampa Bay Times,tampabay.com,https://mediabiasfactcheck.com/tampa-bay-times/,-11,2
Tampa Tribune,tbo.com,https://mediabiasfactcheck.com/tampa-tribune/,13,2
Tarbell,tarbell.org,https://mediabiasfactcheck.com/tarbell/,-12,2
TashNews,tashnews.com,https://mediabiasfactcheck.com/tashnews/,32,-1
Task and Purpose,taskandpurpose.com,https://mediabiasfactcheck.com/task-and-purpose/,-3,2
Tasnim News Agency,tasnimnews.com,https://mediabiasfactcheck.com/tasnim-news-agency/,23,0
Tax Foundation,taxfoundation.org,https://mediabiasfactcheck.com/tax-foundation/,10,2
Tax Justice Network,taxjustice.net,https://mediabiasfactcheck.com/tax-justice-network/,-9,2
Tax Policy Center,taxpolicycenter.org,https://mediabiasfactcheck.com/tax-policy-center/,-6,2
TD Newswire,tdnewswire.com,https://mediabiasfactcheck.com/td-newswire/,33,-2
TdtAlliance.com,tdtalliance.com,https://mediabiasfactcheck.com/tdtalliance-com/,30,-1
Tea Party Inc.,teaparty.org,https://mediabiasfactcheck.com/tea-party-inc/,30,-1
Tea Party News (the Point),westernjournalism.com,https://mediabiasfactcheck.com/tea-party-news-tpnn/,27,0
Tea Party Patriots,teapartypatriots.org,https://mediabiasfactcheck.com/tea-party-patriots/,27,0
Tea Party Tribune,teapartytribune.com,https://mediabiasfactcheck.com/tea-party-tribune/,25,2
TechCrunch,techcrunch.com,https://mediabiasfactcheck.com/techcrunch/,-12,2
Techdirt,techdirt.com,https://mediabiasfactcheck.com/techdirt/,-12,2
TechXplore,techxplore.com,https://mediabiasfactcheck.com/techxplore/,0,2
Teddy Stick,teddystick.com,https://mediabiasfactcheck.com/teddy-stick/,29,-1
Teen Vogue,teenvogue.com,https://mediabiasfactcheck.com/teen-vogue/,-21,1
Telegram & Gazette,telegram.com,https://mediabiasfactcheck.com/telegram-gazette/,0,2
Telesur,telesurenglish.net,https://mediabiasfactcheck.com/telesur/,-17,0
Tell Me Now,tmn.today,https://mediabiasfactcheck.com/tell-me-now/,30,-1
Texas Monthly,texasmonthly.com,https://mediabiasfactcheck.com/texas-monthly/,-10,2
Texas Standard,texasstandard.org,https://mediabiasfactcheck.com/texas-standard/,-1,2
Texas Tribune,texastribune.org,https://mediabiasfactcheck.com/texas-tribune/,-10,2
Tharawat Magazine,tharawat-magazine.com,https://mediabiasfactcheck.com/tharawat-magazine/,8,2
That's Nonsense,thatsnonsense.com,https://mediabiasfactcheck.com/thats-nonsense/,0,2
The Advertiser,adelaidenow.com.au,https://mediabiasfactcheck.com/the-advertiser/,27,0
The African Exponent,africanexponent.com,https://mediabiasfactcheck.com/the-african-exponent/,-23,0
The Age (Australia),theage.com.au,https://mediabiasfactcheck.com/the-age-australia/,-14,2
The Algemeiner Journal,algemeiner.com,https://mediabiasfactcheck.com/the-algemeiner-journal/,14,2
The American Association for the Advancement of Science (AAAS),aaas.org,https://mediabiasfactcheck.com/american-association-for-the-advancement-of-science-aaas/,0,3
The American Cause,theamericancause.org,https://mediabiasfactcheck.com/the-american-cause/,27,0
The American Conservative,theamericanconservative.com,https://mediabiasfactcheck.com/the-american-conservative/,16,1
The American Independent Institute,americanindependent.com,https://mediabiasfactcheck.com/american-independent-institute/,-21,1
The American Interest,the-american-interest.com,https://mediabiasfactcheck.com/the-american-interest/,10,2
The American Mind,americanmind.org,https://mediabiasfactcheck.com/the-american-mind/,24,0
The American Mirror,theamericanmirror.com,https://mediabiasfactcheck.com/the-american-mirror/,31,-1
The American Prospect,prospect.org,https://mediabiasfactcheck.com/the-american-prospect/,-21,2
The Angry Patriot,angrypatriotmovement.com,https://mediabiasfactcheck.com/the-angry-patriot/,31,-2
The Asahi Shimbun,asahi.com,https://mediabiasfactcheck.com/the-asahi-shimbun/,-11,2
The Asbury Park Press,app.com,https://mediabiasfactcheck.com/the-asbury-park-press/,-10,2
The Auburn Citizen,auburnpub.com,https://mediabiasfactcheck.com/the-auburn-citizen/,-2,2
The Augusta Chronicle,chronicle.augusta.com,https://mediabiasfactcheck.com/the-augusta-chronicle/,16,2
The Austin Chronicle,austinchronicle.com,https://mediabiasfactcheck.com/the-austin-chronicle/,-18,2
The Australian,theaustralian.com.au,https://mediabiasfactcheck.com/the-australian/,13,0
The Baffler,thebaffler.com,https://mediabiasfactcheck.com/the-baffler/,-23,2
The Balance,thebalance.com,https://mediabiasfactcheck.com/the-balance/,-3,2
The Battlefords News Optimist,newsoptimist.ca,https://mediabiasfactcheck.com/battlefords-news-optimist/,-1,2
The Bipartisan Press,thebipartisanpress.com,https://mediabiasfactcheck.com/the-bipartisan-press/,-11,2
The Blacksphere,theblacksphere.net,https://mediabiasfactcheck.com/the-blacksphere-kevin-jackson/,24,0
The Blaze,theblaze.com,https://mediabiasfactcheck.com/the-blaze/,27,0
The Blue Route,theblueroute.org,https://mediabiasfactcheck.com/the-blue-route/,-24,1
The BMJ (British Medical Journal),bmj.com,https://mediabiasfactcheck.com/the-bmj-british-medical-journal/,0,3
The Boston Tribune,thebostontribune.com,https://mediabiasfactcheck.com/the-boston-tribune/,27,-1
The Brownsville Herald,brownsvilleherald.com,https://mediabiasfactcheck.com/the-brownsville-herald/,-11,2
The Brunswick News,thebrunswicknews.com,https://mediabiasfactcheck.com/the-brunswick-news/,14,2
The Budapest Beacon,budapestbeacon.com,https://mediabiasfactcheck.com/the-budapest-beacon/,-13,2
The Buffalo Chronicle,buffalochronicle.com,https://mediabiasfactcheck.com/the-buffalo-chronicle/,28,0
The Bulwark,thebulwark.com,https://mediabiasfactcheck.com/the-bulwark/,13,2
The Bureau of Investigative Journalism,thebureauinvestigates.com,https://mediabiasfactcheck.com/the-bureau-of-investigative-journalism/,-12,2
The Burning Spear,theburningspear.com,https://mediabiasfactcheck.com/the-burning-spear/,-21,2
The California Republican,carepublican.com,https://mediabiasfactcheck.com/the-california-republican/,23,2
The Canadian Press,thecanadianpress.com,https://mediabiasfactcheck.com/the-canadian-press/,-3,2
The Canary (UK),thecanary.co,https://mediabiasfactcheck.com/the-canary-uk/,-21,1
The Center for Economic Policy and Research (CEPR),cepr.net,https://mediabiasfactcheck.com/the-center-for-economic-and-policy-research/,-12,2
The Century Foundation,tcf.org,https://mediabiasfactcheck.com/the-century-foundation/,-14,2
The China Post,chinapost.nownews.com,https://mediabiasfactcheck.com/the-china-post/,-15,1
The Christian Left,thechristianleft.org,https://mediabiasfactcheck.com/the-christian-left/,-13,0
The Chronicle Herald,thechronicleherald.ca,https://mediabiasfactcheck.com/the-chronicle-herald/,10,0
The Chronicle of Higher Education,chronicle.com,https://mediabiasfactcheck.com/the-chronicle-of-higher-education/,-10,2
The Cipher Brief,thecipherbrief.com,https://mediabiasfactcheck.com/the-cipher-brief/,1,2
The Citizen,thecitizen.org.au,https://mediabiasfactcheck.com/the-citizen/,-9,2
The Citizen South Africa,citizen.co.za,https://mediabiasfactcheck.com/the-citizen-south-africa/,10,2
The Citizen Press,thecitizenpress.com,https://mediabiasfactcheck.com/the-citizen-press/,23,0
The Climate Reality Project,climaterealityproject.org,https://mediabiasfactcheck.com/the-climate-reality-project/,-16,1
The College Fix,thecollegefix.com,https://mediabiasfactcheck.com/the-college-fix/,25,0
The Common Sense Show,thecommonsenseshow.com,https://mediabiasfactcheck.com/the-common-sense-show/,22.9,-2
The Conservative Brief,theconservativebrief.com,https://mediabiasfactcheck.com/the-conservative-brief/,27,0
The Conservative Nut,theconservativenut.gop,https://mediabiasfactcheck.com/the-conservative-nut/,20,0
The Conservative Woman,conservativewoman.co.uk,https://mediabiasfactcheck.com/the-conservative-woman/,27,0
The Conversation,theconversation.com,https://mediabiasfactcheck.com/the-conversation/,-3,3
The Council of Canadians,canadians.org,https://mediabiasfactcheck.com/the-council-of-canadians/,-11,2
The Courier Mail,couriermail.com.au,https://mediabiasfactcheck.com/the-courier-mail/,13,2
Louisville Courier-Journal,courier-journal.com,https://mediabiasfactcheck.com/the-courier-journal/,-10,2
The Daily 49er,daily49er.com,https://mediabiasfactcheck.com/daily-49er/,-17,2
The Daily Banter,thedailybanter.com,https://mediabiasfactcheck.com/the-daily-banter/,-26,0
The Daily Bell,thedailybell.com,https://mediabiasfactcheck.com/the-daily-bell/,24,-1
The Daily Buzz,the-daily.buzz,https://mediabiasfactcheck.com/the-daily-buzz/,-17,0
The Daily Centrist,thedailycentrist.com,https://mediabiasfactcheck.com/the-daily-centrist/,4,0
The Daily Citizen (Dalton),daltondailycitizen.com,https://mediabiasfactcheck.com/daily-citizen-dalton/,5,2
The Daily Climate,dailyclimate.org,https://mediabiasfactcheck.com/the-daily-climate/,-10,2
The Daily Defender,thedailydefender.com,https://mediabiasfactcheck.com/the-daily-defender/,24,0
The Daily Gazette,dailygazette.com,https://mediabiasfactcheck.com/the-daily-gazette/,-3,2
The Daily Hive,dailyhive.com,https://mediabiasfactcheck.com/daily-hive/,-7,2
The Daily News (Longview),tdn.com,https://mediabiasfactcheck.com/the-daily-news-longview/,-4,2
The Daily Northwestern,dailynorthwestern.com,https://mediabiasfactcheck.com/the-daily-northwestern/,-3,2
The Daily Progress,dailyprogress.com,https://mediabiasfactcheck.com/the-daily-progress/,-1,2
The Daily Sheeple,thedailysheeple.com,https://mediabiasfactcheck.com/the-daily-sheeple/,23.9,-1
The Daily Tarheel,dailytarheel.com,https://mediabiasfactcheck.com/the-daily-tarheel/,-10,2
The Daily Telegraph (AUS),dailytelegraph.com.au,https://mediabiasfactcheck.com/the-daily-telegraph-australia/,21,0
The Daily Vox,thedailyvox.co.za,https://mediabiasfactcheck.com/the-daily-vox/,-19,2
The Daily Wire,dailywire.com,https://mediabiasfactcheck.com/the-daily-wire/,25,0
The Day (New London),theday.com,https://mediabiasfactcheck.com/day-new-london/,-2,2
The DC Chronicle,dc-chronicle.com,https://mediabiasfactcheck.com/the-dc-chronicle/,27,0
The DC Clothesline,dcclothesline.com,https://mediabiasfactcheck.com/the-d-c-clothesline/,31,-1
The Defcon Warning System,defconwarningsystem.com,https://mediabiasfactcheck.com/defcon-warning-system/,1,2
The Delorables,lastdeplorables.com,https://mediabiasfactcheck.com/the-deplorables/,33,-1
The Democratic Hub,democratichub.com,https://mediabiasfactcheck.com/the-democratic-hub/,-26,0
The Deplorable Society,thedeplorablesociety.com,https://mediabiasfactcheck.com/the-deplorable-society/,31,-1
The Diplomat Magazine,thediplomat.com,https://mediabiasfactcheck.com/the-diplomat-magazine/,-1,2
The Dodo,thedodo.com,https://mediabiasfactcheck.com/dodo-bias-rating/,-24,0
The Duran,theduran.com,https://mediabiasfactcheck.com/the-duran/,28,-1
The Durango Herald,durangoherald.com,https://mediabiasfactcheck.com/the-durango-herald/,5,2
The Dworkin Report,dworkinreport.com,https://mediabiasfactcheck.com/the-dworkin-report/,-26,0
The Earth Child,theearthchild.co.za,https://mediabiasfactcheck.com/the-earth-child/,-11.3,0
The EC Journal,theecjournal.com,https://mediabiasfactcheck.com/the-ec-journal/,7,0
The Economic Times,economictimes.indiatimes.com,https://mediabiasfactcheck.com/the-economic-times/,10,0
The Economist,economist.com,https://mediabiasfactcheck.com/the-economist/,1,2
The Elkhart Truth,elkharttruth.com,https://mediabiasfactcheck.com/the-elkhart-truth/,5,2
The Epoch Times,theepochtimes.com,https://mediabiasfactcheck.com/the-epoch-times/,22,0
The Establishment,theestablishment.co,https://mediabiasfactcheck.com/the-establishment/,-21,2
The European Council on Foreign Relations (ECFR),ecfr.eu,https://mediabiasfactcheck.com/european-council-foreign-relations-ecfr/,-12,2
The European Union Times,eutimes.net,https://mediabiasfactcheck.com/the-european-union-times/,26.6,0
The Express-Times (Lehigh Valley),lehighvalleylive.com, https://mediabiasfactcheck.com/the-express-times-lehigh-valley/,-6,2
The Fake News Codex,fakenewscodex.com,https://mediabiasfactcheck.com/the-fake-news-codex/,0,2
The Federalist,thefederalist.com,https://mediabiasfactcheck.com/the-federalist/,27,0
The Federalist Papers Project,thefederalistpapers.org,https://mediabiasfactcheck.com/the-federalist-papers-project/,32,-1
The Federation for American Immigration Reform,fairus.org,https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/,32,-1
The Fiscal Times,thefiscaltimes.com,https://mediabiasfactcheck.com/the-fiscal-times/,7,2
The Florida Squeeze,thefloridasqueeze.com,https://mediabiasfactcheck.com/the-florida-squeeze/,-19,0
The Forward,forward.com,https://mediabiasfactcheck.com/the-forward/,-10,2
The Free Patriot,thefreepatriot.org,https://mediabiasfactcheck.com/the-free-patriot/,31,-1
The Free Telegraph,freetelegraph.com,https://mediabiasfactcheck.com/the-free-telegraph/,26,0
The Frisky,thefrisky.com,https://mediabiasfactcheck.com/the-frisky/,-13,0
The Frontier,readfrontier.org, https://mediabiasfactcheck.com/frontier-media-bias-credibility-rating/,-11,2
The Fucking News,thefingnews.com,https://mediabiasfactcheck.com/the-fucking-news/,-21,2
The Gateway Pundit,thegatewaypundit.com,https://mediabiasfactcheck.com/the-gateway-pundit/,32,-2
The Gazette (Cedar Rapids),thegazette.com,https://mediabiasfactcheck.com/the-gazette-cedar-rapids/,10,2
The Globe and Mail (Toronto),theglobeandmail.com,https://mediabiasfactcheck.com/the-globe-and-mail/,5,2
The Goldwater,thegoldwater.com,https://mediabiasfactcheck.com/the-goldwater/,31,-1
The Guardian,theguardian.com,https://mediabiasfactcheck.com/the-guardian/,-12,0
The Hayride,thehayride.com,https://mediabiasfactcheck.com/the-hayride/,25,0
The Hearty Soul,theheartysoul.com,https://mediabiasfactcheck.com/the-hearty-soul/,0.6,0
The Herald (Everett),heraldnet.com,https://mediabiasfactcheck.com/the-herald-everett/,-6,2
The Herald Journal (Utah),news.hjnews.com,https://mediabiasfactcheck.com/the-herald-journal-utah/,0,2
The Herald News (Massachusetts),heraldnews.com,https://mediabiasfactcheck.com/the-herald-news-massachusetts/,-2,2
The Herald-Dispatch,herald-dispatch.com,https://mediabiasfactcheck.com/the-herald-dispatch/,-2,2
"The Herald-Sun (Durham, North Carolina)",heraldsun.com,https://mediabiasfactcheck.com/the-herald-sun-durham-north-carolina/,-4,2
The Hill,thehill.com,https://mediabiasfactcheck.com/the-hill/,1,1
